MonitoringStation,EventId,Cruise,Program,Project,Agency,Source,Station,SampleDate,SampleTime,TotalDepth,UpperPycnocline,LowerPycnocline,Depth,Layer,SampleType,SampleReplicateType,Parameter,Qualifier,MeasureValue,Unit,Method,Lab,Problem,PrecisionPC,BiasPC,Details,Latitude,Longitude,TierLevel
"CB6.4",427483,"BAY690","TWQM","MAIN","VADEQ","ODU","CB6.4",2/17/2017,10:14:00,10,,,1,"S ","ISM","M1","DO",,10.68000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",427483,"BAY690","TWQM","MAIN","VADEQ","ODU","CB6.4",2/17/2017,10:14:00,10,,,6,"M ","ISM","M1","DO",,10.44000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",427483,"BAY690","TWQM","MAIN","VADEQ","ODU","CB6.4",2/17/2017,10:14:00,10,,,8,"M ","ISM","M1","DO",,10.41000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",427483,"BAY690","TWQM","MAIN","VADEQ","ODU","CB6.4",2/17/2017,10:14:00,10,,,7,"BP","ISM","M1","DO",,10.43000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",427483,"BAY690","TWQM","MAIN","VADEQ","ODU","CB6.4",2/17/2017,10:14:00,10,,,2,"M ","ISM","M1","DO",,10.71000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",427483,"BAY690","TWQM","MAIN","VADEQ","ODU","CB6.4",2/17/2017,10:14:00,10,,,4,"M ","ISM","M1","DO",,10.52000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",427483,"BAY690","TWQM","MAIN","VADEQ","ODU","CB6.4",2/17/2017,10:14:00,10,,,5,"M ","ISM","M1","DO",,10.47000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",427483,"BAY690","TWQM","MAIN","VADEQ","ODU","CB6.4",2/17/2017,10:14:00,10,,,3,"AP","ISM","M1","DO",,10.62000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",427483,"BAY690","TWQM","MAIN","VADEQ","ODU","CB6.4",2/17/2017,10:14:00,10,,,9,"B ","ISM","M1","DO",,10.37000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",427482,"BAY689","TWQM","MAIN","VADEQ","ODU","CB6.4",1/25/2017,16:09:00,10,6.00,6.00,8,"M ","ISM","M1","DO",,9.49000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",427482,"BAY689","TWQM","MAIN","VADEQ","ODU","CB6.4",1/25/2017,16:09:00,10,6.00,6.00,1,"S ","ISM","M1","DO",,10.63000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",427482,"BAY689","TWQM","MAIN","VADEQ","ODU","CB6.4",1/25/2017,16:09:00,10,6.00,6.00,5,"AP","ISM","M1","DO",,10.46000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",427482,"BAY689","TWQM","MAIN","VADEQ","ODU","CB6.4",1/25/2017,16:09:00,10,6.00,6.00,9,"B ","ISM","M1","DO",,9.36000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",427482,"BAY689","TWQM","MAIN","VADEQ","ODU","CB6.4",1/25/2017,16:09:00,10,6.00,6.00,7,"BP","ISM","M1","DO",,9.78000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",427482,"BAY689","TWQM","MAIN","VADEQ","ODU","CB6.4",1/25/2017,16:09:00,10,6.00,6.00,2,"M ","ISM","M1","DO",,10.64000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",427482,"BAY689","TWQM","MAIN","VADEQ","ODU","CB6.4",1/25/2017,16:09:00,10,6.00,6.00,3,"M ","ISM","M1","DO",,10.61000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",427482,"BAY689","TWQM","MAIN","VADEQ","ODU","CB6.4",1/25/2017,16:09:00,10,6.00,6.00,4,"M ","ISM","M1","DO",,10.57000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",427482,"BAY689","TWQM","MAIN","VADEQ","ODU","CB6.4",1/25/2017,16:09:00,10,6.00,6.00,6,"M ","ISM","M1","DO",,10.34000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",425502,"BAY684","TWQM","MAIN","VADEQ","ODU","CB6.4",11/15/2016,12:00:00,10,,,1,"S ","ISM","M1","DO",,8.75000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",425502,"BAY684","TWQM","MAIN","VADEQ","ODU","CB6.4",11/15/2016,12:00:00,10,,,4,"M ","ISM","M1","DO",,8.46000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",425502,"BAY684","TWQM","MAIN","VADEQ","ODU","CB6.4",11/15/2016,12:00:00,10,,,5,"M ","ISM","M1","DO",,8.44000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",425502,"BAY684","TWQM","MAIN","VADEQ","ODU","CB6.4",11/15/2016,12:00:00,10,,,6,"M ","ISM","M1","DO",,8.42000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",425502,"BAY684","TWQM","MAIN","VADEQ","ODU","CB6.4",11/15/2016,12:00:00,10,,,8,"M ","ISM","M1","DO",,8.41000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",425502,"BAY684","TWQM","MAIN","VADEQ","ODU","CB6.4",11/15/2016,12:00:00,10,,,3,"AP","ISM","M1","DO",,8.55000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",425502,"BAY684","TWQM","MAIN","VADEQ","ODU","CB6.4",11/15/2016,12:00:00,10,,,9,"B ","ISM","M1","DO",,8.41000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",425502,"BAY684","TWQM","MAIN","VADEQ","ODU","CB6.4",11/15/2016,12:00:00,10,,,7,"BP","ISM","M1","DO",,8.41000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",425502,"BAY684","TWQM","MAIN","VADEQ","ODU","CB6.4",11/15/2016,12:00:00,10,,,2,"M ","ISM","M1","DO",,8.73000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",422698,"BAY683","TWQM","MAIN","VADEQ","ODU","CB6.4",10/19/2016,11:48:00,10,3.00,3.00,9,"B ","ISM","M1","DO",,7.23000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",422698,"BAY683","TWQM","MAIN","VADEQ","ODU","CB6.4",10/19/2016,11:48:00,10,3.00,3.00,4,"BP","ISM","M1","DO",,7.40000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",422698,"BAY683","TWQM","MAIN","VADEQ","ODU","CB6.4",10/19/2016,11:48:00,10,3.00,3.00,3,"M ","ISM","M1","DO",,7.98000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",422698,"BAY683","TWQM","MAIN","VADEQ","ODU","CB6.4",10/19/2016,11:48:00,10,3.00,3.00,5,"M ","ISM","M1","DO",,7.30000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",422698,"BAY683","TWQM","MAIN","VADEQ","ODU","CB6.4",10/19/2016,11:48:00,10,3.00,3.00,6,"M ","ISM","M1","DO",,7.26000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",422698,"BAY683","TWQM","MAIN","VADEQ","ODU","CB6.4",10/19/2016,11:48:00,10,3.00,3.00,7,"M ","ISM","M1","DO",,7.22000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",422698,"BAY683","TWQM","MAIN","VADEQ","ODU","CB6.4",10/19/2016,11:48:00,10,3.00,3.00,8,"M ","ISM","M1","DO",,7.22000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",422698,"BAY683","TWQM","MAIN","VADEQ","ODU","CB6.4",10/19/2016,11:48:00,10,3.00,3.00,1,"S ","ISM","M1","DO",,8.38000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",422698,"BAY683","TWQM","MAIN","VADEQ","ODU","CB6.4",10/19/2016,11:48:00,10,3.00,3.00,2,"AP","ISM","M1","DO",,8.20000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",422697,"BAY681","TWQM","MAIN","VADEQ","ODU","CB6.4",9/26/2016,08:48:00,9,,,1,"S ","ISM","M1","DO",,7.66000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",422697,"BAY681","TWQM","MAIN","VADEQ","ODU","CB6.4",9/26/2016,08:48:00,9,,,5,"M ","ISM","M1","DO",,7.35000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",422697,"BAY681","TWQM","MAIN","VADEQ","ODU","CB6.4",9/26/2016,08:48:00,9,,,7,"M ","ISM","M1","DO",,7.34000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",422697,"BAY681","TWQM","MAIN","VADEQ","ODU","CB6.4",9/26/2016,08:48:00,9,,,3,"AP","ISM","M1","DO",,7.36000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",422697,"BAY681","TWQM","MAIN","VADEQ","ODU","CB6.4",9/26/2016,08:48:00,9,,,8,"B ","ISM","M1","DO",,7.46000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",422697,"BAY681","TWQM","MAIN","VADEQ","ODU","CB6.4",9/26/2016,08:48:00,9,,,6,"BP","ISM","M1","DO",,7.38000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",422697,"BAY681","TWQM","MAIN","VADEQ","ODU","CB6.4",9/26/2016,08:48:00,9,,,2,"M ","ISM","M1","DO",,7.35000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",422697,"BAY681","TWQM","MAIN","VADEQ","ODU","CB6.4",9/26/2016,08:48:00,9,,,4,"M ","ISM","M1","DO",,7.36000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420903,"BAY679","TWQM","MAIN","VADEQ","ODU","CB6.4",8/31/2016,10:41:00,10,5.00,5.00,8,"M ","ISM","M1","DO",,5.13000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420903,"BAY679","TWQM","MAIN","VADEQ","ODU","CB6.4",8/31/2016,10:41:00,10,5.00,5.00,1,"S ","ISM","M1","DO",,7.22000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420903,"BAY679","TWQM","MAIN","VADEQ","ODU","CB6.4",8/31/2016,10:41:00,10,5.00,5.00,2,"M ","ISM","M1","DO",,7.15000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420903,"BAY679","TWQM","MAIN","VADEQ","ODU","CB6.4",8/31/2016,10:41:00,10,5.00,5.00,3,"M ","ISM","M1","DO",,7.08000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420903,"BAY679","TWQM","MAIN","VADEQ","ODU","CB6.4",8/31/2016,10:41:00,10,5.00,5.00,5,"M ","ISM","M1","DO",,6.71000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420903,"BAY679","TWQM","MAIN","VADEQ","ODU","CB6.4",8/31/2016,10:41:00,10,5.00,5.00,7,"M ","ISM","M1","DO",,5.56000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420903,"BAY679","TWQM","MAIN","VADEQ","ODU","CB6.4",8/31/2016,10:41:00,10,5.00,5.00,4,"AP","ISM","M1","DO",,6.94000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420903,"BAY679","TWQM","MAIN","VADEQ","ODU","CB6.4",8/31/2016,10:41:00,10,5.00,5.00,9,"B ","ISM","M1","DO",,5.03000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420903,"BAY679","TWQM","MAIN","VADEQ","ODU","CB6.4",8/31/2016,10:41:00,10,5.00,5.00,6,"BP","ISM","M1","DO",,5.65000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420902,"BAY678","TWQM","MAIN","VADEQ","ODU","CB6.4",8/9/2016,16:54:00,9,7.00,7.00,8,"B ","ISM","M1","DO",,4.25000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420902,"BAY678","TWQM","MAIN","VADEQ","ODU","CB6.4",8/9/2016,16:54:00,9,7.00,7.00,7,"M ","ISM","M1","DO",,5.24000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420902,"BAY678","TWQM","MAIN","VADEQ","ODU","CB6.4",8/9/2016,16:54:00,9,7.00,7.00,1,"S ","ISM","M1","DO",,7.52000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420902,"BAY678","TWQM","MAIN","VADEQ","ODU","CB6.4",8/9/2016,16:54:00,9,7.00,7.00,2,"M ","ISM","M1","DO",,7.52000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420902,"BAY678","TWQM","MAIN","VADEQ","ODU","CB6.4",8/9/2016,16:54:00,9,7.00,7.00,3,"M ","ISM","M1","DO",,7.50000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420902,"BAY678","TWQM","MAIN","VADEQ","ODU","CB6.4",8/9/2016,16:54:00,9,7.00,7.00,4,"M ","ISM","M1","DO",,7.27000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420902,"BAY678","TWQM","MAIN","VADEQ","ODU","CB6.4",8/9/2016,16:54:00,9,7.00,7.00,5,"M ","ISM","M1","DO",,6.81000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420902,"BAY678","TWQM","MAIN","VADEQ","ODU","CB6.4",8/9/2016,16:54:00,9,7.00,7.00,6,"AP","ISM","M1","DO",,5.57000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420902,"BAY678","TWQM","MAIN","VADEQ","ODU","CB6.4",8/9/2016,16:54:00,9,7.00,7.00,8,"BP","ISM","M1","DO",,4.25000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420901,"BAY677","TWQM","MAIN","VADEQ","ODU","CB6.4",7/26/2016,16:04:00,8,,,1,"S ","ISM","M1","DO",,7.81000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420900,"BAY676","TWQM","MAIN","VADEQ","ODU","CB6.4",7/13/2016,08:48:00,9,6.00,6.00,3,"M ","ISM","M1","DO",,6.71000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420900,"BAY676","TWQM","MAIN","VADEQ","ODU","CB6.4",7/13/2016,08:48:00,9,6.00,6.00,4,"M ","ISM","M1","DO",,6.65000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420900,"BAY676","TWQM","MAIN","VADEQ","ODU","CB6.4",7/13/2016,08:48:00,9,6.00,6.00,6,"M ","ISM","M1","DO",,6.18000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420900,"BAY676","TWQM","MAIN","VADEQ","ODU","CB6.4",7/13/2016,08:48:00,9,6.00,6.00,1,"S ","ISM","M1","DO",,6.80000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420900,"BAY676","TWQM","MAIN","VADEQ","ODU","CB6.4",7/13/2016,08:48:00,9,6.00,6.00,5,"AP","ISM","M1","DO",,6.55000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420900,"BAY676","TWQM","MAIN","VADEQ","ODU","CB6.4",7/13/2016,08:48:00,9,6.00,6.00,8,"B ","ISM","M1","DO",,3.79000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420900,"BAY676","TWQM","MAIN","VADEQ","ODU","CB6.4",7/13/2016,08:48:00,9,6.00,6.00,7,"BP","ISM","M1","DO",,3.90000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420900,"BAY676","TWQM","MAIN","VADEQ","ODU","CB6.4",7/13/2016,08:48:00,9,6.00,6.00,2,"M ","ISM","M1","DO",,6.77000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420901,"BAY677","TWQM","MAIN","VADEQ","ODU","CB6.4",7/26/2016,16:04:00,8,,,7,"B ","ISM","M1","DO",,5.10000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420901,"BAY677","TWQM","MAIN","VADEQ","ODU","CB6.4",7/26/2016,16:04:00,8,,,5,"BP","ISM","M1","DO",,6.76000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420901,"BAY677","TWQM","MAIN","VADEQ","ODU","CB6.4",7/26/2016,16:04:00,8,,,2,"M ","ISM","M1","DO",,7.83000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420901,"BAY677","TWQM","MAIN","VADEQ","ODU","CB6.4",7/26/2016,16:04:00,8,,,4,"M ","ISM","M1","DO",,6.97000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420901,"BAY677","TWQM","MAIN","VADEQ","ODU","CB6.4",7/26/2016,16:04:00,8,,,3,"AP","ISM","M1","DO",,7.67000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420818,"BAY675","TWQM","MAIN","VADEQ","ODU","CB6.4",6/29/2016,08:37:00,10,7.00,7.00,9,"B ","ISM","M1","DO",,4.48000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420818,"BAY675","TWQM","MAIN","VADEQ","ODU","CB6.4",6/29/2016,08:37:00,10,7.00,7.00,1,"S ","ISM","M1","DO",,7.30000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420818,"BAY675","TWQM","MAIN","VADEQ","ODU","CB6.4",6/29/2016,08:37:00,10,7.00,7.00,7,"M ","ISM","M1","DO",,5.87000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420818,"BAY675","TWQM","MAIN","VADEQ","ODU","CB6.4",6/29/2016,08:37:00,10,7.00,7.00,6,"AP","ISM","M1","DO",,7.02000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420818,"BAY675","TWQM","MAIN","VADEQ","ODU","CB6.4",6/29/2016,08:37:00,10,7.00,7.00,8,"BP","ISM","M1","DO",,4.51000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420818,"BAY675","TWQM","MAIN","VADEQ","ODU","CB6.4",6/29/2016,08:37:00,10,7.00,7.00,2,"M ","ISM","M1","DO",,7.34000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420818,"BAY675","TWQM","MAIN","VADEQ","ODU","CB6.4",6/29/2016,08:37:00,10,7.00,7.00,3,"M ","ISM","M1","DO",,7.28000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420818,"BAY675","TWQM","MAIN","VADEQ","ODU","CB6.4",6/29/2016,08:37:00,10,7.00,7.00,4,"M ","ISM","M1","DO",,7.22000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420818,"BAY675","TWQM","MAIN","VADEQ","ODU","CB6.4",6/29/2016,08:37:00,10,7.00,7.00,5,"M ","ISM","M1","DO",,7.16000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420817,"BAY674","TWQM","MAIN","VADEQ","ODU","CB6.4",6/7/2016,15:09:00,9,,,6,"BP","ISM","M1","DO",,6.90000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420816,"BAY672","TWQM","MAIN","VADEQ","ODU","CB6.4",5/10/2016,12:47:00,9,6.00,7.00,3,"M ","ISM","M1","DO",,9.62000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420817,"BAY674","TWQM","MAIN","VADEQ","ODU","CB6.4",6/7/2016,15:09:00,9,,,2,"M ","ISM","M1","DO",,7.60000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420817,"BAY674","TWQM","MAIN","VADEQ","ODU","CB6.4",6/7/2016,15:09:00,9,,,4,"M ","ISM","M1","DO",,7.20000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420817,"BAY674","TWQM","MAIN","VADEQ","ODU","CB6.4",6/7/2016,15:09:00,9,,,5,"M ","ISM","M1","DO",,7.03000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420817,"BAY674","TWQM","MAIN","VADEQ","ODU","CB6.4",6/7/2016,15:09:00,9,,,3,"AP","ISM","M1","DO",,7.40000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420817,"BAY674","TWQM","MAIN","VADEQ","ODU","CB6.4",6/7/2016,15:09:00,9,,,8,"B ","ISM","M1","DO",,6.84000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420817,"BAY674","TWQM","MAIN","VADEQ","ODU","CB6.4",6/7/2016,15:09:00,9,,,7,"M ","ISM","M1","DO",,6.86000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420817,"BAY674","TWQM","MAIN","VADEQ","ODU","CB6.4",6/7/2016,15:09:00,9,,,1,"S ","ISM","M1","DO",,7.97000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420816,"BAY672","TWQM","MAIN","VADEQ","ODU","CB6.4",5/10/2016,12:47:00,9,6.00,7.00,5,"AP","ISM","M1","DO",,9.41000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420758,"BAY671","TWQM","MAIN","VADEQ","ODU","CB6.4",4/18/2016,17:19:00,10,7.00,7.00,4,"M ","ISM","M1","DO",,10.17000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420758,"BAY671","TWQM","MAIN","VADEQ","ODU","CB6.4",4/18/2016,17:19:00,10,7.00,7.00,5,"M ","ISM","M1","DO",,10.11000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420758,"BAY671","TWQM","MAIN","VADEQ","ODU","CB6.4",4/18/2016,17:19:00,10,7.00,7.00,7,"M ","ISM","M1","DO",,9.50000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420758,"BAY671","TWQM","MAIN","VADEQ","ODU","CB6.4",4/18/2016,17:19:00,10,7.00,7.00,1,"S ","ISM","M1","DO",,10.52000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420816,"BAY672","TWQM","MAIN","VADEQ","ODU","CB6.4",5/10/2016,12:47:00,9,6.00,7.00,4,"M ","ISM","M1","DO",,9.55000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420816,"BAY672","TWQM","MAIN","VADEQ","ODU","CB6.4",5/10/2016,12:47:00,9,6.00,7.00,6,"M ","ISM","M1","DO",,8.93000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420816,"BAY672","TWQM","MAIN","VADEQ","ODU","CB6.4",5/10/2016,12:47:00,9,6.00,7.00,7,"M ","ISM","M1","DO",,8.78000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420816,"BAY672","TWQM","MAIN","VADEQ","ODU","CB6.4",5/10/2016,12:47:00,9,6.00,7.00,1,"S ","ISM","M1","DO",,9.63000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420816,"BAY672","TWQM","MAIN","VADEQ","ODU","CB6.4",5/10/2016,12:47:00,9,6.00,7.00,8,"B ","ISM","M1","DO",,8.36000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420816,"BAY672","TWQM","MAIN","VADEQ","ODU","CB6.4",5/10/2016,12:47:00,9,6.00,7.00,8,"BP","ISM","M1","DO",,8.36000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420816,"BAY672","TWQM","MAIN","VADEQ","ODU","CB6.4",5/10/2016,12:47:00,9,6.00,7.00,2,"M ","ISM","M1","DO",,9.64000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420758,"BAY671","TWQM","MAIN","VADEQ","ODU","CB6.4",4/18/2016,17:19:00,10,7.00,7.00,6,"AP","ISM","M1","DO",,9.81000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420758,"BAY671","TWQM","MAIN","VADEQ","ODU","CB6.4",4/18/2016,17:19:00,10,7.00,7.00,9,"B ","ISM","M1","DO",,9.07000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420758,"BAY671","TWQM","MAIN","VADEQ","ODU","CB6.4",4/18/2016,17:19:00,10,7.00,7.00,8,"BP","ISM","M1","DO",,9.09000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420758,"BAY671","TWQM","MAIN","VADEQ","ODU","CB6.4",4/18/2016,17:19:00,10,7.00,7.00,2,"M ","ISM","M1","DO",,10.44000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420758,"BAY671","TWQM","MAIN","VADEQ","ODU","CB6.4",4/18/2016,17:19:00,10,7.00,7.00,3,"M ","ISM","M1","DO",,10.26000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420757,"BAY668","TWQM","MAIN","VADEQ","ODU","CB6.4",3/14/2016,17:19:00,10,6.00,7.00,1,"S ","ISM","M1","DO",,12.45000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420757,"BAY668","TWQM","MAIN","VADEQ","ODU","CB6.4",3/14/2016,17:19:00,10,6.00,7.00,6,"M ","ISM","M1","DO",,11.95000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420757,"BAY668","TWQM","MAIN","VADEQ","ODU","CB6.4",3/14/2016,17:19:00,10,6.00,7.00,7,"M ","ISM","M1","DO",,11.65000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420757,"BAY668","TWQM","MAIN","VADEQ","ODU","CB6.4",3/14/2016,17:19:00,10,6.00,7.00,8,"BP","ISM","M1","DO",,11.32000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420757,"BAY668","TWQM","MAIN","VADEQ","ODU","CB6.4",3/14/2016,17:19:00,10,6.00,7.00,2,"M ","ISM","M1","DO",,12.57000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420757,"BAY668","TWQM","MAIN","VADEQ","ODU","CB6.4",3/14/2016,17:19:00,10,6.00,7.00,3,"M ","ISM","M1","DO",,12.57000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",420757,"BAY668","TWQM","MAIN","VADEQ","ODU","CB6.4",3/14/2016,17:19:00,10,6.00,7.00,4,"M ","ISM","M1","DO",,12.53000,"MG/L","F04 ",,,,,,37.23653,-76.20799,"T3"
