SampleDate,CHLA,SALINITY,TN,TP,WTEMP,DO,Station
2009-12-07,7.3425,21.13,0.3918,0.0206,10.74,9.29,CB6.4
2010-01-13,18.156,18.8,0.4545,0.026,2.06,12.76,CB6.4
2010-02-09,11.8815,14.45,0.4475,0.01395,1.93,12.79,CB6.4
2010-03-18,8.3304,14.68,0.5142,0.00845,7.39,11.76,CB6.4
2010-04-12,5.49257,15.35,0.5394,0.0108,14.46,9.79,CB6.4
2010-05-14,14.952,16.99,0.4408,0.0148,17.63,7.47,CB6.4
2010-06-04,6.408,17.53,0.3389,0.0169,24.4,3.44,CB6.4
2010-06-23,21.538,17.81,0.5419,0.0416,27.68,3.87,CB6.4
2010-07-14,10.8135,22.54,0.4099,0.0381,26.18,4.99,CB6.4
2010-08-03,8.544,20.58,0.4308,0.0316,26.94,5.94,CB6.4
2010-09-23,5.4468,21.9,0.4033,0.0298,24.0,6.07,CB6.4
2010-10-20,13.083,22.92,0.3674,0.0253,18.53,8.33,CB6.4
2010-11-16,3.5244,21.8,0.3426,0.0142,13.14,8.49,CB6.4
2010-12-17,5.874,22.98,0.3778,0.0172,4.93,10.67,CB6.4
2011-01-10,3.8448,20.62,0.2908,0.0104,1.77,12.35,CB6.4
2011-02-09,3.9516,21.0,0.2816,0.0135,3.09,12.37,CB6.4
2011-03-17,2.136,19.43,0.2738,0.0083,9.5,10.42,CB6.4
2011-04-12,15.6195,14.57,0.4784,0.0109,13.22,11.52,CB6.4
2011-05-10,10.5732,13.54,0.4758,0.0139,18.11,9.3,CB6.4
2011-06-07,11.748,12.16,0.5559,0.0345,26.13,4.21,CB6.4
2011-06-29,10.2528,13.33,0.4919,0.031,26.12,2.59,CB6.4
2011-07-12,17.266,15.42,0.5348,0.0449,27.7,4.98,CB6.4
2011-08-10,4.005,17.6,0.3811,0.024,29.21,4.73,CB6.4
2011-09-22,6.0075,17.2,0.4291,0.0309,23.0,7.66,CB6.4
2011-10-03,5.607,17.19,0.4199,0.0254,21.01,7.08,CB6.4
2011-10-18,16.02,17.37,0.4887,0.0495,19.92,6.26,CB6.4
2011-11-28,9.2916,17.31,0.492,0.0206,12.93,8.64,CB6.4
2011-12-13,6.7284,16.49,0.433,0.0196,10.48,10.51,CB6.4
2012-01-10,8.7576,13.75,0.4582,0.0297,7.73,8.2,CB6.4
2012-02-15,17.622,16.17,0.5408,0.024,6.9,11.06,CB6.4
2012-03-16,13.2432,16.78,0.4031,0.0171,10.94,9.18,CB6.4
2012-04-19,11.4276,17.85,0.3723,0.0164,15.65,9.81,CB6.4
2012-05-23,5.4468,17.38,0.3188,0.0247,21.06,8.34,CB6.4
2012-06-04,7.476,20.48,0.3731,0.0272,22.87,6.35,CB6.4
2012-06-28,5.073,17.99,0.3616,0.0236,24.82,5.18,CB6.4
2012-07-25,22.88572,20.63,0.6908,0.0249,28.11,6.26,CB6.4
2012-08-08,6.10286,23.57,0.2861,0.0246,28.81,6.21,CB6.4
2012-08-22,7.476,20.91,0.3144,0.0229,26.77,4.36,CB6.4
2012-09-17,3.8448,22.42,0.299,0.0217,24.25,5.76,CB6.4
2012-10-15,3.738,24.54,0.348,0.0321,19.25,7.52,CB6.4
2012-11-12,7.1556,22.96,0.3216,0.0159,11.95,9.22,CB6.4
2012-12-10,4.9128,21.57,0.2572,0.0092,10.02,9.05,CB6.4
2013-02-14,2.8836,18.87,0.2702,0.0086,6.04,10.88,CB6.4
2013-03-20,17.91867,16.73,0.3222,0.0128,6.53,10.52,CB6.4
2013-04-16,2.5632,18.82,0.3814,0.0178,12.66,7.99,CB6.4
2013-05-14,8.544,16.9,0.3833,0.0202,17.63,6.5,CB6.4
2013-06-03,7.93371,21.4,0.307,0.019,21.69,5.62,CB6.4
2013-06-25,9.078,18.66,0.4108,0.0277,26.4,5.12,CB6.4
2013-07-16,8.544,17.6,0.4707,0.0377,28.84,2.66,CB6.4
2013-08-13,8.722,20.49,0.4196,0.0259,27.25,4.39,CB6.4
2013-09-19,5.073,21.86,0.3461,0.0371,24.57,6.1,CB6.4
2013-10-22,8.6508,22.91,0.3685,0.0233,19.12,7.52,CB6.4
2013-11-11,6.6216,22.89,0.328,0.0197,14.36,8.6,CB6.4
2013-12-09,9.2115,22.53,0.3141,0.0196,7.91,10.06,CB6.4
2014-02-18,4.272,19.63,0.3248,0.0161,2.91,11.89,CB6.4
2014-04-14,5.874,17.17,0.3649,0.0129,12.51,9.8,CB6.4
2014-06-04,7.3692,15.18,0.3795,0.0125,22.37,4.81,CB6.4
2014-07-10,10.324,20.48,0.4316,0.0365,25.81,5.94,CB6.4
2014-08-05,4.272,17.79,0.3857,0.0217,26.66,6.47,CB6.4
2014-09-16,7.476,20.98,0.4071,0.0214,25.19,6.06,CB6.4
2014-10-21,5.1264,22.57,0.3586,0.0245,19.66,7.1,CB6.4
2014-12-16,3.4176,22.27,0.3036,0.0087,7.478,8.85,CB6.4
2015-02-09,3.5244,23.21,0.2606,0.009899999999999999,3.503,10.66,CB6.4
2015-03-09,1.2816,20.34,0.2568,0.00615,2.385,12.21,CB6.4
2015-06-23,6.942,20.69,0.3878,0.0209,29.573,3.81,CB6.4
2015-08-06,7.476,22.93,0.395,0.0315,27.7,6.0,CB6.4
2015-08-27,9.1848,20.33,0.4167,0.028,26.291,6.91,CB6.4
2015-11-24,4.50933,23.19,0.292,0.0164,12.911,8.56,CB6.4
2015-12-15,3.8448,24.79,0.2774,0.0139,12.59,8.63,CB6.4
2016-01-11,5.1264,21.68,0.3084,0.0102,8.847,9.6,CB6.4
2016-08-09,5.34,21.47,0.3158,0.02,27.77,4.25,CB6.4
2016-08-31,3.44133,21.68,0.3108,0.027,28.012,5.03,CB6.4
2016-09-26,4.272,22.35,0.3112,0.0265,24.476,7.46,CB6.4
2016-10-19,5.6604,23.49,0.3237,0.0231,20.654,7.23,CB6.4
2016-11-15,8.01,23.45,0.3328,0.0299,14.419,8.41,CB6.4
2017-01-25,2.136,22.07,0.2553,0.0136,6.816,9.36,CB6.4
2017-03-28,1.602,21.91,0.2318,0.012,9.174,9.59,CB6.4
2017-04-11,2.7768,21.15,0.2497,0.0132,13.298,9.61,CB6.4
2017-05-10,4.4856,20.73,0.2978,0.0198,17.943,8.1,CB6.4
2017-06-14,4.1652,15.65,0.4008,0.0195,25.704,4.24,CB6.4
2017-06-27,15.13,20.46,0.4372,0.0369,25.762,6.3,CB6.4
2017-08-09,7.3692,19.77,0.3479,0.0237,25.161,4.12,CB6.4
2017-08-31,7.6896,19.12,0.3497,0.0343,25.104,5.86,CB6.4
2017-09-20,8.2236,20.27,0.326,0.0304,24.172,6.48,CB6.4
2017-10-19,5.9808,22.35,0.3548,0.0353,21.635,7.52,CB6.4
2017-11-16,4.272,22.18,0.3081,0.0276,13.625,8.41,CB6.4
2018-01-16,3.6312,22.57,0.2578,0.0179,1.508,11.34,CB6.4
2018-03-15,7.3692,19.17,0.2848,0.0191,5.642,10.67,CB6.4
2018-06-28,8.01,16.84,0.3767,0.0255,26.747,4.04,CB6.4
2018-07-09,10.146,15.07,0.4046,0.0306,26.776,6.41,CB6.4
2018-08-07,12.6024,16.13,0.428,0.0321,28.891,4.09,CB6.4
2018-08-28,5.7672,14.45,0.4006,0.0261,29.056,3.61,CB6.4
2018-09-26,6.0876,14.36,0.4246,0.0254,26.426,5.86,CB6.4
2018-10-17,6.8352,15.45,0.4351,0.0292,22.453,5.97,CB6.4
2018-11-20,8.6508,14.25,0.4702,0.019,12.101,8.44,CB6.4
2019-03-14,23.7096,11.59,0.7334,0.0117,6.9,10.58,CB6.4
2019-04-23,10.68,15.06,0.549,0.0083,16.374,9.23,CB6.4
2019-05-20,6.7284,12.81,0.6005,0.0185,21.369,7.64,CB6.4
2019-06-25,18.69,16.08,0.492,0.0407,25.824,4.73,CB6.4
2019-08-05,4.1652,17.64,0.3355,0.0228,27.003,4.84,CB6.4
2019-08-28,9.5052,18.1,0.3705,0.0284,25.541,5.37,CB6.4
2019-09-20,4.3788,18.96,0.3275,0.0207,23.992,7.12,CB6.4
2019-10-15,10.5732,21.96,0.3504,0.0182,21.072,7.22,CB6.4
2019-11-11,5.0196,23.28,0.2847,0.017,15.273,7.96,CB6.4
2020-01-15,3.5244,21.47,0.251,0.0145,8.397,10.06,CB6.4
2020-06-24,7.2624,19.23,0.3145,0.0211,23.431,5.92,CB6.4
2020-07-15,9.49333,17.03,0.4002,0.0274,29.194,2.02,CB6.4
2020-08-06,14.151,21.89,0.4136,0.0391,28.503,5.93,CB6.4
2020-08-26,6.3012,18.36,0.3636,0.0243,28.432,5.85,CB6.4
2020-09-16,8.1168,19.22,0.3538,0.0275,24.762,5.46,CB6.4
2020-10-12,6.8352,21.33,0.3431,0.0205,20.612,6.44,CB6.4
2020-11-16,4.1652,23.12,0.3086,0.0296,16.662,7.85,CB6.4
2021-03-16,5.6604,17.71,0.3577,0.0099,6.907,10.01,CB6.4
2021-04-07,7.1556,17.3,0.3216,0.00865,12.779,8.98,CB6.4
2021-07-06,6.86571,19.53,0.3662,0.0219,25.55,5.38,CB6.4
2021-08-06,6.5148,18.78,0.3562,0.0204,25.841,7.66,CB6.4
2021-08-24,5.34,21.1,0.3298,0.0293,27.849,4.58,CB6.4
2021-09-13,3.204,20.92,0.3818,0.038,24.999,5.58,CB6.4
2021-10-14,4.6992,18.17,0.3355,0.0173,22.611,5.17,CB6.4
2021-11-09,6.408,19.91,0.3578,0.0262,14.07,8.27,CB6.4
2022-01-13,8.7576,19.2,0.3234,0.0186,6.216,10.16,CB6.4
2022-03-14,5.9808,20.07,0.29211,0.0168,7.321,9.9,CB6.4
2022-04-25,5.073,18.49,0.33852,0.0197,16.97,8.12,CB6.4
2022-05-16,3.6312,18.32,0.3443,0.0157,16.929,7.78,CB6.4
2022-06-27,9.078,19.8,0.3979,0.0267,24.575,5.44,CB6.4
2022-10-20,4.6992,22.78,0.24721,0.0193,16.54,7.62,CB6.4
2022-12-05,5.4468,24.56,0.31889,0.021,11.186,9.09,CB6.4
2023-01-20,6.7284,22.03,0.29938,0.0193,7.377,9.6,CB6.4
2023-02-21,3.4176,22.5,0.25363,0.0117,8.063,9.85,CB6.4
2023-03-16,7.1556,21.95,0.25809,0.0168,8.686,10.03,CB6.4
2023-04-24,3.9516,20.61,0.29316,0.0164,16.483,8.61,CB6.4
2023-05-08,2.8836,20.17,0.28906,0.0209,17.076,8.08,CB6.4
2023-06-07,4.6992,21.32,0.30417,0.0205,20.324,6.96,CB6.4
2023-06-28,6.7284,20.16,0.34575,0.0198,24.447,4.55,CB6.4
2023-07-11,7.0488,22.04,0.35832,0.0195,26.434,4.5,CB6.4
2023-08-17,7.5828,23.91,0.30494,0.0299,26.944,3.8,CB6.4
2023-09-12,1.1748,22.05,0.27098,0.0085,27.314,4.8,CB6.4
2023-10-10,8.3304,22.4,0.31525,0.0159,19.901,7.05,CB6.4
2023-11-13,3.5244,22.62,0.29303,0.0199,14.841,8.34,CB6.4
2023-12-12,3.5244,23.68,0.25583,0.0137,10.294,9.32,CB6.4
2024-01-18,8.2236,20.69,0.30357,0.0293,6.698,10.42,CB6.4
2024-02-20,6.1944,17.02,0.39364,0.0146,6.482,11.24,CB6.4
2024-03-15,10.68,17.4,0.33966,0.009675,10.201,10.05,CB6.4
2024-05-21,6.408,16.94,0.33168,0.0144,19.049,5.59,CB6.4
2024-06-10,5.9808,15.51,0.3544,0.0181,23.783,4.72,CB6.4
2024-06-27,6.7284,19.08,0.39196,0.0267,25.885,4.76,CB6.4
2024-07-11,10.5732,21.27,0.36072,0.0219,26.421,5.11,CB6.4
2024-08-19,4.0584,19.97,0.28694,0.0137,26.663,6.47,CB6.4
2024-08-27,4.4856,18.61,0.30993,0.0207,25.257,5.74,CB6.4
2024-09-19,4.005,19.14,0.32319,0.0253,23.446,6.94,CB6.4
2024-10-15,6.942,20.9,0.35793,0.0328,20.386,7.29,CB6.4
2024-11-11,5.2332,21.36,0.3211,0.0209,17.224,7.43,CB6.4
2024-12-09,3.8448,23.17,0.30377,0.0196,8.385,9.76,CB6.4
